Year,StateAbbr,StateDesc,CountyName,CountyFIPS,TractFIPS,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,States,Counties
2020,NC,North Carolina,Forsyth,37067,37067002804,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64,,,61.1,67,4150,POINT (-80.31211305 36.18441106),37067002804,PREVENT,DENTAL,CrdPrv,Dental Visit,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.4,,,13.1,18.1,3405,POINT (-80.10183262 36.1026448),37067003307,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001500,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.5,,,12,13,4095,POINT (-80.23983926 36.15171466),37067001500,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004103,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,24.6,,,23.5,25.6,3478,POINT (-80.3727443 36.13434041),37067004103,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004013,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.1,3083,POINT (-80.39616926 36.03375437),37067004013,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003106,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10,,,9.2,10.9,3099,POINT (-80.0991692 36.2316984),37067003106,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11,,,10.5,11.6,4207,POINT (-80.20878797 36.07748107),37067001800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003806,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.3,,,77,83.3,3012,POINT (-80.34715788 36.04204472),37067003806,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004014,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8,,,7.8,8.3,3016,POINT (-80.3720694 36.02610959),37067004014,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,7.5,,,7.1,7.9,2481,POINT (-80.29653307 36.12099139),37067002601,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,59.9,,,54.5,65,3085,POINT (-80.33648197 36.11261823),37067003908,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003701,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17,,,15.4,18.9,4830,POINT (-80.26968853 36.05616365),37067003701,HLTHSTAT,GHLTH,CrdPrv,General Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002806,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.1,,,31.7,44.8,3274,POINT (-80.27603062 36.18639574),37067002806,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003004,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.9,,,11.9,14.1,3618,POINT (-80.12850447 36.11908004),37067003004,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002100,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.1,,,13.5,14.7,2151,POINT (-80.28521372 36.07447023),37067002100,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000600,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,9.3,,,8.8,9.8,2056,POINT (-80.22950124 36.10806171),37067000600,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003106,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.1,,,73.9,78,3099,POINT (-80.0991692 36.2316984),37067003106,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003702,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30.6,,,29.9,31.4,4514,POINT (-80.27851785 36.03775384),37067003702,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000400,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.5,,,27.2,29.6,3251,POINT (-80.24190229 36.120282),37067000400,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000500,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,33.1,,,25.1,41.7,2391,POINT (-80.22807063 36.11748629),37067000500,PREVENT,COREM,CrdPrv,Core preventive services for older men,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004104,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,6.3,,,5.7,7,3429,POINT (-80.37297472 36.16789211),37067004104,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003803,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,10.4,,,7.8,13.5,4567,POINT (-80.30978958 36.02238988),37067003803,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003308,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16.5,,,16,16.9,7880,POINT (-80.12918949 36.09328815),37067003308,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003805,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16,,,13.9,18.4,5573,POINT (-80.32271014 36.06428965),37067003805,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003905,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,79.9,,,79.1,80.6,3607,POINT (-80.32526058 36.08948295),37067003905,PREVENT,CHECKUP,CrdPrv,Annual Checkup,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003105,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,50.7,,,46.4,55.2,3649,POINT (-80.14051155 36.19347844),37067003105,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003903,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.4,,,23.3,27.5,4477,POINT (-80.32389444 36.07881572),37067003903,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.8,3.3,3272,POINT (-80.15251389 36.13331849),37067003003,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001902,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.7,,,72.6,74.8,1917,POINT (-80.24633872 36.07103874),37067001902,PREVENT,BPMED,CrdPrv,Taking BP Medication,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003311,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.2,,,7.4,9.1,1926,POINT (-80.12891868 36.06085301),37067003311,HLTHSTAT,PHLTH,CrdPrv,Physical Health,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004007,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,27.8,,,26.5,29.1,7104,POINT (-80.4541356 36.06780171),37067004007,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.5,2.8,3405,POINT (-80.10183262 36.1026448),37067003307,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003202,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.6,,,17.3,21.9,3904,POINT (-80.05426352 36.12260613),37067003202,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003103,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.2,,,10.5,16.2,5468,POINT (-80.07657309 36.18365292),37067003103,PREVENT,ACCESS2,CrdPrv,Health Insurance,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003307,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.8,,,75.9,79.6,3405,POINT (-80.10183262 36.1026448),37067003307,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002603,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5,,,4.1,5.9,6553,POINT (-80.31761918 36.13376913),37067002603,HLTHOUT,COPD,CrdPrv,COPD,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003107,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.6,3.3,4391,POINT (-80.09135888 36.14918049),37067003107,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000900,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.2,,,31.3,33.2,3508,POINT (-80.24909082 36.08422545),37067000900,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003908,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.3,,,2.1,2.6,3085,POINT (-80.33648197 36.11261823),37067003908,HLTHOUT,STROKE,CrdPrv,Stroke,37,2337
2019,NC,North Carolina,Forsyth,37067,37067004010,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.5,,,24.7,26.3,3392,POINT (-80.3798613 36.10896479),37067004010,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001601,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.8,,,12.7,14.9,3652,POINT (-80.21232108 36.14057573),37067001601,HLTHSTAT,MHLTH,CrdPrv,Mental Health,37,2337
2019,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.1,,,37,39,3072,POINT (-80.25199012 36.0542286),37067002002,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.2,,,19.1,21.4,3272,POINT (-80.15251389 36.13331849),37067003003,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003803,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.2,,,31.5,33,4567,POINT (-80.30978958 36.02238988),37067003803,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004011,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.8,,,27.3,30.1,5645,POINT (-80.39294077 36.08837501),37067004011,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067000200,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.5,,,6.7,8.2,1103,POINT (-80.24817006 36.10548533),37067000200,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,37,2337
2019,NC,North Carolina,Forsyth,37067,37067001400,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,82.5,,,81.2,83.7,3710,POINT (-80.25535261 36.14223383),37067001400,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002809,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.8,,,24.9,26.6,2238,POINT (-80.33905387 36.22017695),37067002809,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2019,NC,North Carolina,Forsyth,37067,37067003804,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33.6,,,32.7,34.4,4100,POINT (-80.32104682 36.03855459),37067003804,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002601,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,24.5,,,23.1,26.1,2481,POINT (-80.29653307 36.12099139),37067002601,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003500,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,25.2,,,19.7,30.9,6562,POINT (-80.20883199 36.03399069),37067003500,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002903,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,23.1,,,21.8,24.6,3828,POINT (-80.20288339 36.16997211),37067002903,RISKBEH,CSMOKING,CrdPrv,Current Smoking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003308,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29.9,,,28.6,31.2,7880,POINT (-80.12918949 36.09328815),37067003308,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003703,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,18.3,,,17.4,19.1,6032,POINT (-80.28102146 36.01218772),37067003703,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002001,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.7,,,28.8,30.6,2367,POINT (-80.23531428 36.0563685),37067002001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,37,2337
2020,NC,North Carolina,Forsyth,37067,37067004103,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,8.3,,,8,8.6,3478,POINT (-80.3727443 36.13434041),37067004103,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003313,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.1,,,11.4,12.9,1458,POINT (-80.0682524 36.0277462),37067003313,HLTHOUT,DIABETES,CrdPrv,Diabetes,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002502,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.5,,,24.4,26.6,2770,POINT (-80.29912085 36.09940446),37067002502,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067001300,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,22,,,20.3,23.7,4535,POINT (-80.27617771 36.12959564),37067001300,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003904,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,54.8,,,49.7,59.9,5907,POINT (-80.35496008 36.06964182),37067003904,PREVENT,COREW,CrdPrv,Core preventive services for older women,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,18.3,,,15.5,21.3,2151,POINT (-80.28521372 36.07447023),37067002100,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002002,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,35,,,34,35.9,3072,POINT (-80.25199012 36.0542286),37067002002,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002703,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14.4,,,13.6,15.1,6039,POINT (-80.28414477 36.14657959),37067002703,RISKBEH,BINGE,CrdPrv,Binge Drinking,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002801,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.2,,,9.4,13.3,4236,POINT (-80.39405888 36.22614831),37067002801,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003909,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,88.9,,,86.8,90.7,4356,POINT (-80.34762093 36.0959267),37067003909,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003314,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,29.7,,,28.2,31.2,3171,POINT (-80.05497862 36.06733777),37067003314,HLTHOUT,OBESITY,CrdPrv,Obesity,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003107,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.6,,,76.5,83.9,4391,POINT (-80.09135888 36.14918049),37067003107,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003314,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.4,,,76.7,83.8,3171,POINT (-80.05497862 36.06733777),37067003314,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067002901,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80,,,77.5,82.5,4784,POINT (-80.2290432 36.21429108),37067002901,PREVENT,MAMMOUSE,CrdPrv,Mammography,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003403,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,29.1,,,26.1,32.2,3412,POINT (-80.18242287 36.05623927),37067003403,RISKBEH,LPA,CrdPrv,Physical Inactivity,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000900,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,30,,,29.1,30.9,3508,POINT (-80.24909082 36.08422545),37067000900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,37,2337
2020,NC,North Carolina,Forsyth,37067,37067003003,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.5,,,84.5,86.5,3272,POINT (-80.15251389 36.13331849),37067003003,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,37,2337
2019,NC,North Carolina,Forsyth,37067,37067000301,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.5,,,85.9,87.1,1799,POINT (-80.25301013 36.11101159),37067000301,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,37,2337
